household_id,month,monthly_kwh,prev1,prev2,prev3,target,peak_ratio,family_size,has_refrigerator,has_ac,has_geyser,has_electric_cooking,has_washing_machine,has_water_pump,work_from_home,no_members_wfh,avg_hours_wfh,temp,humidity,rain,inverter_ac,non_inverter_ac,has_solar,water_heater_solar,led_ratio,ac_hours_per_day
ID0043,10,270.6041,207.48700000000008,221.721,228.5550000000003,196.3549999999996,0.2273464410122731,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1,2,15.76190476190476,25.672043,89.069705,503.15,0,4,1,0,0.981132075471698,0.0
ID0043,11,291.9139,196.3549999999996,270.6041,207.48700000000008,220.098,0.1906908660187033,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1,2,15.76190476190476,25.415867,90.275825,472.25,0,4,1,0,0.981132075471698,0.0
ID0043,12,311.51399999999967,220.098,291.9139,196.3549999999996,178.85800000000015,0.2273170238402969,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1,2,15.76190476190476,25.559620666666664,81.78415666666668,175.19999666666666,0,4,1,0,0.981132075471698,0.0
ID0052,2,146.10599999999977,142.78589999999986,164.17599999999993,145.3490999999999,184.3400000000001,0.0576428860982578,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,26.6135015,79.564655,52.1,0,0,0,0,0.4444444444444444,0.0
ID0052,3,184.3400000000001,146.10599999999977,142.78589999999986,164.17599999999993,172.63900000000012,0.0918154199217115,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.225377,80.92645,109.3,0,0,0,0,0.4444444444444444,0.0
ID0052,4,162.00300000000016,172.63900000000012,184.3400000000001,146.10599999999977,105.41100000000006,0.2010804645131246,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.7082005,82.4841975,171.75,0,0,0,0,0.4444444444444444,0.0
ID0052,5,196.71900000000005,105.41100000000006,162.00300000000016,172.63900000000012,130.3090000000002,0.2362962873028987,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.484887,86.18369000000001,458.2,0,0,0,0,0.4444444444444444,0.0
ID0052,6,163.89099999999962,130.3090000000002,196.71900000000005,105.41100000000006,140.85000000000036,0.232837612822372,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.015424,85.81604250000001,350.70001,0,0,0,0,0.4444444444444444,0.0
ID0052,7,166.8090000000002,140.85000000000036,163.89099999999962,130.3090000000002,170.84599999999955,0.2305002242952967,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.027931,85.41969,277.95,0,0,0,0,0.4444444444444444,0.0
ID0052,8,184.74800000000005,170.84599999999955,166.8090000000002,140.85000000000036,148.4400999999998,0.2088611023447159,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,26.8202695,84.74177,262.90001,0,0,0,0,0.4444444444444444,0.0
ID0052,9,150.64199999999985,148.4400999999998,184.74800000000005,170.84599999999955,158.8109000000004,0.2130614944167618,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,26.513583,85.925655,424.05,0,0,0,0,0.4444444444444444,0.0
ID0052,10,163.7510000000002,158.8109000000004,150.64199999999985,148.4400999999998,139.26900000000023,0.2080997224376687,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,25.896379,88.46545499999999,481.6,0,0,0,0,0.4444444444444444,0.0
ID0052,11,150.51800000000003,139.26900000000023,163.7510000000002,158.8109000000004,180.04399999999987,0.3111954603899362,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,25.6712915,88.81366,420.29999,0,0,0,0,0.4444444444444444,0.0
ID0052,12,180.04399999999987,150.51800000000003,139.26900000000023,163.7510000000002,161.0,0.3193942069247373,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,25.723137333333337,80.67388,176.79999999999998,0,0,0,0,0.4444444444444444,0.0
ID0053,2,82.70199999999977,80.12300000000005,81.15000000000009,87.61500000000001,90.6030999999998,0.052725373906184,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,26.6135015,79.564655,52.1,0,0,0,0,0.0,0.0
ID0053,3,90.6030999999998,82.70199999999977,80.12300000000005,81.15000000000009,42.77300000000014,0.1004291298742098,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.225377,80.92645,109.3,0,0,0,0,0.0,0.0
ID0053,4,87.03990000000022,42.77300000000014,90.6030999999998,82.70199999999977,38.11099999999988,0.2721984220483368,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.7082005,82.4841975,171.75,0,0,0,0,0.0,0.0
ID0053,5,82.9369999999999,38.11099999999988,87.03990000000022,42.77300000000014,36.50399999999991,0.3075337729217786,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.484887,86.18369000000001,458.2,0,0,0,0,0.0,0.0
ID0053,6,85.54899999999998,36.50399999999991,82.9369999999999,38.11099999999988,43.625,0.2558400950202428,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.015424,85.81604250000001,350.70001,0,0,0,0,0.0,0.0
ID0053,7,86.56799999999998,43.625,85.54899999999998,36.50399999999991,40.68900000000031,0.2387746018774033,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.027931,85.41969,277.95,0,0,0,0,0.0,0.0
ID0053,8,82.97600000000011,40.68900000000031,86.56799999999998,43.625,39.45699999999988,0.2691366639394263,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,26.8202695,84.74177,262.90001,0,0,0,0,0.0,0.0
ID0053,9,66.05300000000011,39.45699999999988,82.97600000000011,40.68900000000031,40.38799999999992,0.2088041144944986,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,26.513583,85.925655,424.05,0,0,0,0,0.0,0.0
ID0053,10,78.13599999999997,40.38799999999992,66.05300000000011,39.45699999999988,39.25300000000016,0.2420109343192139,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,25.896379,88.46545499999999,481.6,0,0,0,0,0.0,0.0
ID0053,11,73.48999999999978,39.25300000000016,78.13599999999997,40.38799999999992,74.68600000000015,0.3114706269470774,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,25.6712915,88.81366,420.29999,0,0,0,0,0.0,0.0
ID0053,12,74.68600000000015,73.48999999999978,39.25300000000016,78.13599999999997,95.0,0.3120643663332202,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,25.723137333333337,80.67388,176.79999999999998,0,0,0,0,0.0,0.0
ID0060,2,96.02500000000056,111.40599999999996,105.34099999999944,45.62790000000041,103.72699999999986,0.0511623688598798,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,26.6135015,79.564655,52.1,0,0,0,0,0.0,0.0
ID0060,3,103.72699999999986,96.02500000000056,111.40599999999996,105.34099999999944,106.20399999999972,0.1411824090271461,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.225377,80.92645,109.3,0,0,0,0,0.0,0.0
ID0060,4,115.66399999999976,106.20399999999972,103.72699999999986,96.02500000000056,106.23300000000016,0.2660093382572602,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.7082005,82.4841975,171.75,0,0,0,0,0.0,0.0
ID0060,5,99.66600000000015,106.23300000000016,115.66399999999976,106.20399999999972,103.22909999999956,0.3086866583680822,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.484887,86.18369000000001,458.2,0,0,0,0,0.0,0.0
ID0060,6,102.08399999999985,103.22909999999956,99.66600000000015,106.23300000000016,99.21690000000036,0.2735959469624072,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.015424,85.81604250000001,350.70001,0,0,0,0,0.0,0.0
ID0060,7,113.2430000000004,99.21690000000036,102.08399999999985,103.22909999999956,27.3729999999996,0.225173062565233,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,27.027931,85.41969,277.95,0,0,0,0,0.0,0.0
ID0060,8,116.84109999999964,27.3729999999996,113.2430000000004,99.21690000000036,95.875,0.2432254949996615,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,26.8202695,84.74177,262.90001,0,0,0,0,0.0,0.0
ID0060,9,41.6839,95.875,116.84109999999964,27.3729999999996,87.67900000000009,0.2400048718603692,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,26.513583,85.925655,424.05,0,0,0,0,0.0,0.0
ID0060,10,93.57000000000062,87.67900000000009,41.6839,95.875,102.89199999999984,0.3303935143657043,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,25.896379,88.46545499999999,481.6,0,0,0,0,0.0,0.0
ID0060,11,92.36499999999978,102.89199999999984,93.57000000000062,87.67900000000009,37.12600000000021,0.4915463597468273,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,25.6712915,88.81366,420.29999,0,0,0,0,0.0,0.0
ID0060,12,37.12600000000021,92.36499999999978,102.89199999999984,93.57000000000062,163.0,0.4839131779754937,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,25.723137333333337,80.67388,176.79999999999998,0,0,0,0,0.0,0.0
ID0063,3,115.6051,136.3061,92.71900000000004,138.173,142.8089,0.1385845456739304,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,27.225377,80.92645,109.3,0,0,0,0,0.8888888888888888,0.0
ID0063,4,97.70389999999998,142.8089,115.6051,136.3061,134.9411,0.2063282354973637,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,27.7082005,82.4841975,171.75,0,0,0,0,0.8888888888888888,0.0
ID0063,5,106.72000000000004,134.9411,97.70389999999998,142.8089,136.14190000000008,0.2739720107098938,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,27.484887,86.18369000000001,458.2,0,0,0,0,0.8888888888888888,0.0
ID0063,6,116.678,136.14190000000008,106.72000000000004,134.9411,155.98309999999992,0.2835298050801745,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,27.015424,85.81604250000001,350.70001,0,0,0,0,0.8888888888888888,0.0
ID0063,7,92.10500000000002,155.98309999999992,116.678,136.14190000000008,150.43690000000015,0.1595924625935066,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,27.027931,85.41969,277.95,0,0,0,0,0.8888888888888888,0.0
ID0063,8,120.9849999999999,150.43690000000015,92.10500000000002,155.98309999999992,146.87599999999975,0.1175368935260954,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,26.8202695,84.74177,262.90001,0,0,0,0,0.8888888888888888,0.0
ID0063,9,149.33910000000014,146.87599999999975,120.9849999999999,150.43690000000015,136.02700000000004,0.1962329987615133,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,26.513583,85.925655,424.05,0,0,0,0,0.8888888888888888,0.0
ID0063,10,142.45089999999982,136.02700000000004,149.33910000000014,146.87599999999975,153.8969999999999,0.2394417273881542,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,25.896379,88.46545499999999,481.6,0,0,0,0,0.8888888888888888,0.0
ID0063,11,141.37610000000018,153.8969999999999,142.45089999999982,136.02700000000004,136.87710000000015,0.2149532785852365,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,25.6712915,88.81366,420.29999,0,0,0,0,0.8888888888888888,0.0
ID0063,12,140.67989999999986,136.87710000000015,141.37610000000018,153.8969999999999,151.16789999999992,0.2139283232549081,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,25.723137333333337,80.67388,176.79999999999998,0,0,0,0,0.8888888888888888,0.0
ID0066,3,559.1939999999995,639.0889999999999,521.9959999999992,685.106,507.6590000000001,0.1768825855554059,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,27.3356525,79.767775,133.75,0,4,1,0,0.5333333333333333,4.0
ID0066,4,555.7401000000009,507.6590000000001,559.1939999999995,639.0889999999999,503.7710000000002,0.2862087318921118,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,27.49309,83.77315,220.45,0,4,1,0,0.5333333333333333,4.0
ID0066,5,578.2868999999992,503.7710000000002,555.7401000000009,507.6590000000001,499.9459999999999,0.2935786429794121,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,27.168582,87.33985200000001,438.6,0,4,1,0,0.5333333333333333,4.0
ID0066,6,167.85200000000077,499.9459999999999,578.2868999999992,503.7710000000002,466.8800000000001,0.2274891287277569,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,26.698818000000003,86.987728,332.2,0,4,1,0,0.5333333333333333,4.0
ID0066,7,479.817,466.8800000000001,167.85200000000077,499.9459999999999,475.2299999999996,0.1058548755282955,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,26.714113,86.184353,274.35,0,4,1,0,0.5333333333333333,4.0
ID0066,8,475.2299999999996,479.817,466.8800000000001,167.85200000000077,125.98700000000002,0.1219540584302272,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,26.5076955,85.7548,215.15,0,4,1,0,0.5333333333333333,4.0
ID0066,9,125.98700000000002,475.2299999999996,479.817,466.8800000000001,398.21,0.1267980488188418,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,26.1450005,87.16941,424.10002,0,4,1,0,0.5333333333333333,4.0
ID0066,10,381.129,398.21,125.98700000000002,475.2299999999996,478.6019999999999,0.165678730620399,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,25.672043,89.069705,503.15,0,4,1,0,0.5333333333333333,4.0
ID0066,11,430.6,478.6019999999999,381.129,398.21,586.5500000000002,0.1645596300968112,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,25.415867,90.275825,472.25,0,4,1,0,0.5333333333333333,4.0
ID0066,12,708.3879999999999,586.5500000000002,430.6,478.6019999999999,863.4189999999999,0.1762552747792505,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,13.114285714285714,25.559620666666664,81.78415666666668,175.19999666666666,0,4,1,0,0.5333333333333333,4.0
ID0106,4,138.20510000000013,161.27599999999995,139.95000000000005,144.36399999999992,153.49689999999987,0.067697436321332,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,27.7082005,82.4841975,171.75,0,0,1,0,0.0,0.0
ID0106,5,153.49689999999987,138.20510000000013,161.27599999999995,139.95000000000005,174.63810000000012,0.1374015205354102,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,27.484887,86.18369000000001,458.2,0,0,1,0,0.0,0.0
ID0106,6,174.63810000000012,153.49689999999987,138.20510000000013,161.27599999999995,154.5528999999999,0.1265708359145425,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,27.015424,85.81604250000001,350.70001,0,0,1,0,0.0,0.0
ID0106,7,154.5528999999999,174.63810000000012,153.49689999999987,138.20510000000013,155.14599999999996,0.1211616202654134,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,27.027931,85.41969,277.95,0,0,1,0,0.0,0.0
ID0106,8,155.14599999999996,154.5528999999999,174.63810000000012,153.49689999999987,79.25,0.1024254494619067,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,26.8202695,84.74177,262.90001,0,0,1,0,0.0,0.0
ID0106,9,79.25,155.14599999999996,154.5528999999999,174.63810000000012,151.63900000000012,0.127631560214104,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,26.513583,85.925655,424.05,0,0,1,0,0.0,0.0
ID0106,10,143.783,151.63900000000012,79.25,155.14599999999996,140.41699999999992,0.1532022261633276,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,25.896379,88.46545499999999,481.6,0,0,1,0,0.0,0.0
ID0106,11,138.598,140.41699999999992,143.783,151.63900000000012,156.53900000000004,0.3221353706332607,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,25.6712915,88.81366,420.29999,0,0,1,0,0.0,0.0
ID0106,12,156.53900000000004,138.598,140.41699999999992,143.783,129.0,0.3207087149666583,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,25.723137333333337,80.67388,176.79999999999998,0,0,1,0,0.0,0.0
ID0108,2,169.76400000000012,137.087,162.366,176.01310000000012,196.3179,0.0464981723894163,10.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,4.714285714285714,26.6135015,79.564655,52.1,0,0,0,0,0.8571428571428571,0.0
ID0108,3,196.3179,169.76400000000012,137.087,162.366,184.28200000000007,0.1304687332007746,10.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,4.714285714285714,27.225377,80.92645,109.3,0,0,0,0,0.8571428571428571,0.0
ID0108,4,180.46000000000004,184.28200000000007,196.3179,169.76400000000012,178.57899999999972,0.2315825275574435,10.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,4.714285714285714,27.7082005,82.4841975,171.75,0,0,0,0,0.8571428571428571,0.0
ID0108,5,184.79100000000017,178.57899999999972,180.46000000000004,184.28200000000007,172.15899999999965,0.2695043135573434,10.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,4.714285714285714,27.484887,86.18369000000001,458.2,0,0,0,0,0.8571428571428571,0.0
ID0108,6,195.4079999999999,172.15899999999965,184.79100000000017,178.57899999999972,174.3060000000005,0.2908065218706688,10.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,4.714285714285714,27.015424,85.81604250000001,350.70001,0,0,0,0,0.8571428571428571,0.0
ID0108,7,185.09709999999995,174.3060000000005,195.4079999999999,172.15899999999965,182.3040000000001,0.204476391374155,10.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,4.714285714285714,27.027931,85.41969,277.95,0,0,0,0,0.8571428571428571,0.0
